SCODE,CCODE,COUNTRY,YEAR,ACTOTAL
AFG,700,Afghanistan,1946,0
AFG,700,Afghanistan,1947,0
AFG,700,Afghanistan,1948,0
AFG,700,Afghanistan,1949,0
AFG,700,Afghanistan,1950,0
AFG,700,Afghanistan,1951,0
AFG,700,Afghanistan,1952,0
AFG,700,Afghanistan,1953,0
AFG,700,Afghanistan,1954,0
AFG,700,Afghanistan,1955,0
AFG,700,Afghanistan,1956,0
AFG,700,Afghanistan,1957,0
AFG,700,Afghanistan,1958,0
AFG,700,Afghanistan,1959,0
AFG,700,Afghanistan,1960,0
AFG,700,Afghanistan,1961,0
AFG,700,Afghanistan,1962,0
AFG,700,Afghanistan,1963,0
AFG,700,Afghanistan,1964,0
AFG,700,Afghanistan,1965,0
AFG,700,Afghanistan,1966,0
AFG,700,Afghanistan,1967,0
AFG,700,Afghanistan,1968,0
AFG,700,Afghanistan,1969,0
AFG,700,Afghanistan,1970,0
AFG,700,Afghanistan,1971,0
AFG,700,Afghanistan,1972,0
AFG,700,Afghanistan,1973,0
AFG,700,Afghanistan,1974,0
AFG,700,Afghanistan,1975,0
AFG,700,Afghanistan,1976,0
AFG,700,Afghanistan,1977,0
AFG,700,Afghanistan,1978,7
AFG,700,Afghanistan,1979,7
AFG,700,Afghanistan,1980,7
AFG,700,Afghanistan,1981,7
AFG,700,Afghanistan,1982,7
AFG,700,Afghanistan,1983,7
AFG,700,Afghanistan,1984,7
AFG,700,Afghanistan,1985,7
AFG,700,Afghanistan,1986,7
AFG,700,Afghanistan,1987,7
AFG,700,Afghanistan,1988,7
AFG,700,Afghanistan,1989,7
AFG,700,Afghanistan,1990,7
AFG,700,Afghanistan,1991,7
AFG,700,Afghanistan,1992,7
AFG,700,Afghanistan,1993,7
AFG,700,Afghanistan,1994,7
AFG,700,Afghanistan,1995,7
AFG,700,Afghanistan,1996,7
AFG,700,Afghanistan,1997,7
AFG,700,Afghanistan,1998,7
AFG,700,Afghanistan,1999,7
AFG,700,Afghanistan,2000,7
AFG,700,Afghanistan,2001,10
AFG,700,Afghanistan,2002,3
AFG,700,Afghanistan,2003,3
AFG,700,Afghanistan,2004,3
AFG,700,Afghanistan,2005,3
AFG,700,Afghanistan,2006,3
AFG,700,Afghanistan,2007,3
AFG,700,Afghanistan,2008,3
AFG,700,Afghanistan,2009,3
AFG,700,Afghanistan,2010,3
AFG,700,Afghanistan,2011,3
AFG,700,Afghanistan,2012,3
ALB,339,Albania,1946,0
ALB,339,Albania,1947,0
ALB,339,Albania,1948,0
ALB,339,Albania,1949,0
ALB,339,Albania,1950,0
ALB,339,Albania,1951,0
ALB,339,Albania,1952,0
ALB,339,Albania,1953,0
ALB,339,Albania,1954,0
ALB,339,Albania,1955,0
ALB,339,Albania,1956,0
ALB,339,Albania,1957,0
ALB,339,Albania,1958,0
ALB,339,Albania,1959,0
ALB,339,Albania,1960,0
ALB,339,Albania,1961,0
ALB,339,Albania,1962,0
ALB,339,Albania,1963,0
ALB,339,Albania,1964,0
ALB,339,Albania,1965,0
ALB,339,Albania,1966,0
ALB,339,Albania,1967,0
ALB,339,Albania,1968,0
ALB,339,Albania,1969,0
ALB,339,Albania,1970,0
ALB,339,Albania,1971,0
ALB,339,Albania,1972,0
ALB,339,Albania,1973,0
ALB,339,Albania,1974,0
ALB,339,Albania,1975,0
ALB,339,Albania,1976,0
ALB,339,Albania,1977,0
ALB,339,Albania,1978,0
ALB,339,Albania,1979,0
ALB,339,Albania,1980,0
ALB,339,Albania,1981,0
ALB,339,Albania,1982,0
ALB,339,Albania,1983,0
ALB,339,Albania,1984,0
ALB,339,Albania,1985,0
ALB,339,Albania,1986,0
ALB,339,Albania,1987,0
ALB,339,Albania,1988,0
ALB,339,Albania,1989,0
ALB,339,Albania,1990,0
ALB,339,Albania,1991,0
ALB,339,Albania,1992,0
ALB,339,Albania,1993,0
ALB,339,Albania,1994,0
ALB,339,Albania,1995,0
ALB,339,Albania,1996,0
ALB,339,Albania,1997,2
ALB,339,Albania,1998,0
ALB,339,Albania,1999,0
ALB,339,Albania,2000,0
ALB,339,Albania,2001,0
ALB,339,Albania,2002,0
ALB,339,Albania,2003,0
ALB,339,Albania,2004,0
ALB,339,Albania,2005,0
ALB,339,Albania,2006,0
ALB,339,Albania,2007,0
ALB,339,Albania,2008,0
ALB,339,Albania,2009,0
ALB,339,Albania,2010,0
ALB,339,Albania,2011,0
ALB,339,Albania,2012,0
ALG,615,Algeria,1946,
ALG,615,Algeria,1947,
ALG,615,Algeria,1954,
ALG,615,Algeria,1955,
ALG,615,Algeria,1956,
ALG,615,Algeria,1957,
ALG,615,Algeria,1958,
ALG,615,Algeria,1959,
ALG,615,Algeria,1960,
ALG,615,Algeria,1961,
ALG,615,Algeria,1962,1
ALG,615,Algeria,1963,2
ALG,615,Algeria,1964,1
ALG,615,Algeria,1965,0
ALG,615,Algeria,1966,0
ALG,615,Algeria,1967,0
ALG,615,Algeria,1968,0
ALG,615,Algeria,1969,0
ALG,615,Algeria,1970,0
ALG,615,Algeria,1971,0
ALG,615,Algeria,1972,0
ALG,615,Algeria,1973,0
ALG,615,Algeria,1974,0
ALG,615,Algeria,1975,0
ALG,615,Algeria,1976,0
ALG,615,Algeria,1977,0
ALG,615,Algeria,1978,0
ALG,615,Algeria,1979,0
ALG,615,Algeria,1980,0
ALG,615,Algeria,1981,0
ALG,615,Algeria,1982,0
ALG,615,Algeria,1983,0
ALG,615,Algeria,1984,0
ALG,615,Algeria,1985,0
ALG,615,Algeria,1986,0
ALG,615,Algeria,1987,0
ALG,615,Algeria,1988,0
ALG,615,Algeria,1989,0
ALG,615,Algeria,1990,0
ALG,615,Algeria,1991,4
ALG,615,Algeria,1992,4
ALG,615,Algeria,1993,4
ALG,615,Algeria,1994,4
ALG,615,Algeria,1995,4
ALG,615,Algeria,1996,4
ALG,615,Algeria,1997,4
ALG,615,Algeria,1998,4
ALG,615,Algeria,1999,4
ALG,615,Algeria,2000,4
ALG,615,Algeria,2001,4
ALG,615,Algeria,2002,4
ALG,615,Algeria,2003,4
ALG,615,Algeria,2004,4
ALG,615,Algeria,2005,0
ALG,615,Algeria,2006,0
ALG,615,Algeria,2007,0
ALG,615,Algeria,2008,0
ALG,615,Algeria,2009,0
ALG,615,Algeria,2010,0
ALG,615,Algeria,2011,0
ALG,615,Algeria,2012,0
ANG,540,Angola,1961,
ANG,540,Angola,1962,
ANG,540,Angola,1963,
ANG,540,Angola,1964,
ANG,540,Angola,1965,
ANG,540,Angola,1966,
ANG,540,Angola,1967,
ANG,540,Angola,1968,
ANG,540,Angola,1969,
ANG,540,Angola,1970,
ANG,540,Angola,1971,
ANG,540,Angola,1972,
ANG,540,Angola,1973,
ANG,540,Angola,1974,
ANG,540,Angola,1975,7
ANG,540,Angola,1976,7
ANG,540,Angola,1977,8
ANG,540,Angola,1978,8
ANG,540,Angola,1979,7
ANG,540,Angola,1980,7
ANG,540,Angola,1981,7
ANG,540,Angola,1982,7
ANG,540,Angola,1983,7
ANG,540,Angola,1984,7
ANG,540,Angola,1985,7
ANG,540,Angola,1986,7
ANG,540,Angola,1987,7
ANG,540,Angola,1988,7
ANG,540,Angola,1989,7
ANG,540,Angola,1990,7
ANG,540,Angola,1991,7
ANG,540,Angola,1992,7
ANG,540,Angola,1993,7
ANG,540,Angola,1994,7
ANG,540,Angola,1995,7
ANG,540,Angola,1996,7
ANG,540,Angola,1997,7
ANG,540,Angola,1998,7
ANG,540,Angola,1999,7
ANG,540,Angola,2000,7
ANG,540,Angola,2001,7
ANG,540,Angola,2002,7
ANG,540,Angola,2003,1
ANG,540,Angola,2004,1
ANG,540,Angola,2005,1
ANG,540,Angola,2006,0
ANG,540,Angola,2007,0
ANG,540,Angola,2008,0
ANG,540,Angola,2009,0
ANG,540,Angola,2010,0
ANG,540,Angola,2011,0
ANG,540,Angola,2012,0
ARG,160,Argentina,1946,0
ARG,160,Argentina,1947,0
ARG,160,Argentina,1948,0
ARG,160,Argentina,1949,0
ARG,160,Argentina,1950,0
ARG,160,Argentina,1951,0
ARG,160,Argentina,1952,0
ARG,160,Argentina,1953,0
ARG,160,Argentina,1954,0
ARG,160,Argentina,1955,2
ARG,160,Argentina,1956,0
ARG,160,Argentina,1957,0
ARG,160,Argentina,1958,0
ARG,160,Argentina,1959,0
ARG,160,Argentina,1960,0
ARG,160,Argentina,1961,0
ARG,160,Argentina,1962,0
ARG,160,Argentina,1963,0
ARG,160,Argentina,1964,0
ARG,160,Argentina,1965,0
ARG,160,Argentina,1966,0
ARG,160,Argentina,1967,0
ARG,160,Argentina,1968,0
ARG,160,Argentina,1969,0
ARG,160,Argentina,1970,0
ARG,160,Argentina,1971,0
ARG,160,Argentina,1972,0
ARG,160,Argentina,1973,0
ARG,160,Argentina,1974,0
ARG,160,Argentina,1975,0
ARG,160,Argentina,1976,3
ARG,160,Argentina,1977,3
ARG,160,Argentina,1978,3
ARG,160,Argentina,1979,3
ARG,160,Argentina,1980,3
ARG,160,Argentina,1981,0
ARG,160,Argentina,1982,1
ARG,160,Argentina,1983,0
ARG,160,Argentina,1984,0
ARG,160,Argentina,1985,0
ARG,160,Argentina,1986,0
ARG,160,Argentina,1987,0
ARG,160,Argentina,1988,0
ARG,160,Argentina,1989,0
ARG,160,Argentina,1990,0
ARG,160,Argentina,1991,0
ARG,160,Argentina,1992,0
ARG,160,Argentina,1993,0
ARG,160,Argentina,1994,0
ARG,160,Argentina,1995,0
ARG,160,Argentina,1996,0
ARG,160,Argentina,1997,0
ARG,160,Argentina,1998,0
ARG,160,Argentina,1999,0
ARG,160,Argentina,2000,0
ARG,160,Argentina,2001,0
ARG,160,Argentina,2002,0
ARG,160,Argentina,2003,0
ARG,160,Argentina,2004,0
ARG,160,Argentina,2005,0
ARG,160,Argentina,2006,0
ARG,160,Argentina,2007,0
ARG,160,Argentina,2008,0
ARG,160,Argentina,2009,0
ARG,160,Argentina,2010,0
ARG,160,Argentina,2011,0
ARG,160,Argentina,2012,0
ARM,371,Armenia,1991,3
ARM,371,Armenia,1992,3
ARM,371,Armenia,1993,3
ARM,371,Armenia,1994,3
ARM,371,Armenia,1995,0
ARM,371,Armenia,1996,0
ARM,371,Armenia,1997,0
ARM,371,Armenia,1998,0
ARM,371,Armenia,1999,0
ARM,371,Armenia,2000,0
ARM,371,Armenia,2001,0
ARM,371,Armenia,2002,0
ARM,371,Armenia,2003,0
ARM,371,Armenia,2004,0
ARM,371,Armenia,2005,0
ARM,371,Armenia,2006,0
ARM,371,Armenia,2007,0
ARM,371,Armenia,2008,0
ARM,371,Armenia,2009,0
ARM,371,Armenia,2010,0
ARM,371,Armenia,2011,0
ARM,371,Armenia,2012,0
AUL,900,Australia,1946,0
AUL,900,Australia,1947,0
AUL,900,Australia,1948,0
AUL,900,Australia,1949,0
AUL,900,Australia,1950,0
AUL,900,Australia,1951,0
AUL,900,Australia,1952,0
AUL,900,Australia,1953,0
AUL,900,Australia,1954,0
AUL,900,Australia,1955,0
AUL,900,Australia,1956,0
AUL,900,Australia,1957,0
AUL,900,Australia,1958,0
AUL,900,Australia,1959,0
AUL,900,Australia,1960,0
AUL,900,Australia,1961,0
AUL,900,Australia,1962,0
AUL,900,Australia,1963,0
AUL,900,Australia,1964,0
AUL,900,Australia,1965,0
AUL,900,Australia,1966,0
AUL,900,Australia,1967,0
AUL,900,Australia,1968,0
AUL,900,Australia,1969,0
AUL,900,Australia,1970,0
AUL,900,Australia,1971,0
AUL,900,Australia,1972,0
AUL,900,Australia,1973,0
AUL,900,Australia,1974,0
AUL,900,Australia,1975,0
AUL,900,Australia,1976,0
AUL,900,Australia,1977,0
AUL,900,Australia,1978,0
AUL,900,Australia,1979,0
AUL,900,Australia,1980,0
AUL,900,Australia,1981,0
AUL,900,Australia,1982,0
AUL,900,Australia,1983,0
AUL,900,Australia,1984,0
AUL,900,Australia,1985,0
AUL,900,Australia,1986,0
AUL,900,Australia,1987,0
AUL,900,Australia,1988,0
AUL,900,Australia,1989,0
AUL,900,Australia,1990,0
AUL,900,Australia,1991,0
AUL,900,Australia,1992,0
AUL,900,Australia,1993,0
AUL,900,Australia,1994,0
AUL,900,Australia,1995,0
AUL,900,Australia,1996,0
AUL,900,Australia,1997,0
AUL,900,Australia,1998,0
AUL,900,Australia,1999,0
AUL,900,Australia,2000,0
AUL,900,Australia,2001,0
AUL,900,Australia,2002,0
AUL,900,Australia,2003,0
AUL,900,Australia,2004,0
AUL,900,Australia,2005,0
AUL,900,Australia,2006,0
AUL,900,Australia,2007,0
AUL,900,Australia,2008,0
AUL,900,Australia,2009,0
AUL,900,Australia,2010,0
AUL,900,Australia,2011,0
AUL,900,Australia,2012,0
AUS,305,Austria,1946,0
AUS,305,Austria,1947,0
AUS,305,Austria,1948,0
AUS,305,Austria,1949,0
AUS,305,Austria,1950,0
AUS,305,Austria,1951,0
AUS,305,Austria,1952,0
AUS,305,Austria,1953,0
AUS,305,Austria,1954,0
AUS,305,Austria,1955,0
AUS,305,Austria,1956,0
AUS,305,Austria,1957,0
AUS,305,Austria,1958,0
AUS,305,Austria,1959,0
AUS,305,Austria,1960,0
AUS,305,Austria,1961,0
AUS,305,Austria,1962,0
AUS,305,Austria,1963,0
AUS,305,Austria,1964,0
AUS,305,Austria,1965,0
AUS,305,Austria,1966,0
AUS,305,Austria,1967,0
AUS,305,Austria,1968,0
AUS,305,Austria,1969,0
AUS,305,Austria,1970,0
AUS,305,Austria,1971,0
AUS,305,Austria,1972,0
AUS,305,Austria,1973,0
AUS,305,Austria,1974,0
AUS,305,Austria,1975,0
AUS,305,Austria,1976,0
AUS,305,Austria,1977,0
AUS,305,Austria,1978,0
AUS,305,Austria,1979,0
AUS,305,Austria,1980,0
AUS,305,Austria,1981,0
AUS,305,Austria,1982,0
AUS,305,Austria,1983,0
AUS,305,Austria,1984,0
AUS,305,Austria,1985,0
AUS,305,Austria,1986,0
AUS,305,Austria,1987,0
AUS,305,Austria,1988,0
AUS,305,Austria,1989,0
AUS,305,Austria,1990,0
AUS,305,Austria,1991,0
AUS,305,Austria,1992,0
AUS,305,Austria,1993,0
AUS,305,Austria,1994,0
AUS,305,Austria,1995,0
AUS,305,Austria,1996,0
AUS,305,Austria,1997,0
AUS,305,Austria,1998,0
AUS,305,Austria,1999,0
AUS,305,Austria,2000,0
AUS,305,Austria,2001,0
AUS,305,Austria,2002,0
AUS,305,Austria,2003,0
AUS,305,Austria,2004,0
AUS,305,Austria,2005,0
AUS,305,Austria,2006,0
AUS,305,Austria,2007,0
AUS,305,Austria,2008,0
AUS,305,Austria,2009,0
AUS,305,Austria,2010,0
AUS,305,Austria,2011,0
AUS,305,Austria,2012,0
AZE,373,Azerbaijan,1991,6
AZE,373,Azerbaijan,1992,6
AZE,373,Azerbaijan,1993,6
AZE,373,Azerbaijan,1994,6
AZE,373,Azerbaijan,1995,3
AZE,373,Azerbaijan,1996,3
AZE,373,Azerbaijan,1997,3
AZE,373,Azerbaijan,1998,0
AZE,373,Azerbaijan,1999,0
AZE,373,Azerbaijan,2000,0
AZE,373,Azerbaijan,2001,0
AZE,373,Azerbaijan,2002,0
AZE,373,Azerbaijan,2003,0
AZE,373,Azerbaijan,2004,0
AZE,373,Azerbaijan,2005,0
AZE,373,Azerbaijan,2006,0
AZE,373,Azerbaijan,2007,0
AZE,373,Azerbaijan,2008,0
AZE,373,Azerbaijan,2009,0
AZE,373,Azerbaijan,2010,0
AZE,373,Azerbaijan,2011,0
AZE,373,Azerbaijan,2012,0
BAH,692,Bahrain,1971,0
BAH,692,Bahrain,1972,0
BAH,692,Bahrain,1973,0
BAH,692,Bahrain,1974,0
BAH,692,Bahrain,1975,0
BAH,692,Bahrain,1976,0
BAH,692,Bahrain,1977,0
BAH,692,Bahrain,1978,0
BAH,692,Bahrain,1979,0
BAH,692,Bahrain,1980,0
BAH,692,Bahrain,1981,0
BAH,692,Bahrain,1982,0
BAH,692,Bahrain,1983,0
BAH,692,Bahrain,1984,0
BAH,692,Bahrain,1985,0
BAH,692,Bahrain,1986,0
BAH,692,Bahrain,1987,0
BAH,692,Bahrain,1988,0
BAH,692,Bahrain,1989,0
BAH,692,Bahrain,1990,0
BAH,692,Bahrain,1991,0
BAH,692,Bahrain,1992,0
BAH,692,Bahrain,1993,0
BAH,692,Bahrain,1994,0
BAH,692,Bahrain,1995,0
BAH,692,Bahrain,1996,0
BAH,692,Bahrain,1997,0
BAH,692,Bahrain,1998,0
BAH,692,Bahrain,1999,0
BAH,692,Bahrain,2000,0
BAH,692,Bahrain,2001,0
BAH,692,Bahrain,2002,0
BAH,692,Bahrain,2003,0
BAH,692,Bahrain,2004,0
BAH,692,Bahrain,2005,0
BAH,692,Bahrain,2006,0
BAH,692,Bahrain,2007,0
BAH,692,Bahrain,2008,0
BAH,692,Bahrain,2009,0
BAH,692,Bahrain,2010,0
BAH,692,Bahrain,2011,0
BAH,692,Bahrain,2012,0
BEL,211,Belgium,1946,0
BEL,211,Belgium,1947,0
BEL,211,Belgium,1948,0
BEL,211,Belgium,1949,0
BEL,211,Belgium,1950,0
BEL,211,Belgium,1951,0
BEL,211,Belgium,1952,0
BEL,211,Belgium,1953,0
BEL,211,Belgium,1954,0
BEL,211,Belgium,1955,0
BEL,211,Belgium,1956,0
BEL,211,Belgium,1957,0
BEL,211,Belgium,1958,0
BEL,211,Belgium,1959,0
BEL,211,Belgium,1960,0
BEL,211,Belgium,1961,0
BEL,211,Belgium,1962,0
BEL,211,Belgium,1963,0
BEL,211,Belgium,1964,0
BEL,211,Belgium,1965,0
BEL,211,Belgium,1966,0
BEL,211,Belgium,1967,0
BEL,211,Belgium,1968,0
BEL,211,Belgium,1969,0
BEL,211,Belgium,1970,0
BEL,211,Belgium,1971,0
BEL,211,Belgium,1972,0
BEL,211,Belgium,1973,0
BEL,211,Belgium,1974,0
BEL,211,Belgium,1975,0
BEL,211,Belgium,1976,0
BEL,211,Belgium,1977,0
BEL,211,Belgium,1978,0
BEL,211,Belgium,1979,0
BEL,211,Belgium,1980,0
BEL,211,Belgium,1981,0
BEL,211,Belgium,1982,0
BEL,211,Belgium,1983,0
BEL,211,Belgium,1984,0
BEL,211,Belgium,1985,0
BEL,211,Belgium,1986,0
BEL,211,Belgium,1987,0
BEL,211,Belgium,1988,0
BEL,211,Belgium,1989,0
BEL,211,Belgium,1990,0
BEL,211,Belgium,1991,0
BEL,211,Belgium,1992,0
BEL,211,Belgium,1993,0
BEL,211,Belgium,1994,0
BEL,211,Belgium,1995,0
BEL,211,Belgium,1996,0
BEL,211,Belgium,1997,0
BEL,211,Belgium,1998,0
BEL,211,Belgium,1999,0
BEL,211,Belgium,2000,0
BEL,211,Belgium,2001,0
BEL,211,Belgium,2002,0
BEL,211,Belgium,2003,0
BEL,211,Belgium,2004,0
BEL,211,Belgium,2005,0
BEL,211,Belgium,2006,0
BEL,211,Belgium,2007,0
BEL,211,Belgium,2008,0
BEL,211,Belgium,2009,0
BEL,211,Belgium,2010,0
BEL,211,Belgium,2011,0
BEL,211,Belgium,2012,0
BEN,434,Benin,1960,0
BEN,434,Benin,1961,0
BEN,434,Benin,1962,0
BEN,434,Benin,1963,0
BEN,434,Benin,1964,0
BEN,434,Benin,1965,0
BEN,434,Benin,1966,0
BEN,434,Benin,1967,0
BEN,434,Benin,1968,0
BEN,434,Benin,1969,0
BEN,434,Benin,1970,0
BEN,434,Benin,1971,0
BEN,434,Benin,1972,0
BEN,434,Benin,1973,0
BEN,434,Benin,1974,0
BEN,434,Benin,1975,0
BEN,434,Benin,1976,0
BEN,434,Benin,1977,0
BEN,434,Benin,1978,0
BEN,434,Benin,1979,0
BEN,434,Benin,1980,0
BEN,434,Benin,1981,0
BEN,434,Benin,1982,0
BEN,434,Benin,1983,0
BEN,434,Benin,1984,0
BEN,434,Benin,1985,0
BEN,434,Benin,1986,0
BEN,434,Benin,1987,0
BEN,434,Benin,1988,0
BEN,434,Benin,1989,0
BEN,434,Benin,1990,0
BEN,434,Benin,1991,0
BEN,434,Benin,1992,0
BEN,434,Benin,1993,0
BEN,434,Benin,1994,0
BEN,434,Benin,1995,0
BEN,434,Benin,1996,0
BEN,434,Benin,1997,0
BEN,434,Benin,1998,0
BEN,434,Benin,1999,0
BEN,434,Benin,2000,0
BEN,434,Benin,2001,0
BEN,434,Benin,2002,0
BEN,434,Benin,2003,0
BEN,434,Benin,2004,0
BEN,434,Benin,2005,0
BEN,434,Benin,2006,0
BEN,434,Benin,2007,0
BEN,434,Benin,2008,0
BEN,434,Benin,2009,0
BEN,434,Benin,2010,0
BEN,434,Benin,2011,0
BEN,434,Benin,2012,0
BFO,439,Burkina Faso,1960,0
BFO,439,Burkina Faso,1961,0
BFO,439,Burkina Faso,1962,0
BFO,439,Burkina Faso,1963,0
BFO,439,Burkina Faso,1964,0
BFO,439,Burkina Faso,1965,0
BFO,439,Burkina Faso,1966,0
BFO,439,Burkina Faso,1967,0
BFO,439,Burkina Faso,1968,0
BFO,439,Burkina Faso,1969,0
BFO,439,Burkina Faso,1970,0
BFO,439,Burkina Faso,1971,0
BFO,439,Burkina Faso,1972,0
BFO,439,Burkina Faso,1973,0
BFO,439,Burkina Faso,1974,0
BFO,439,Burkina Faso,1975,0
BFO,439,Burkina Faso,1976,0
BFO,439,Burkina Faso,1977,0
BFO,439,Burkina Faso,1978,0
BFO,439,Burkina Faso,1979,0
BFO,439,Burkina Faso,1980,0
BFO,439,Burkina Faso,1981,0
BFO,439,Burkina Faso,1982,0
BFO,439,Burkina Faso,1983,0
BFO,439,Burkina Faso,1984,0
BFO,439,Burkina Faso,1985,0
BFO,439,Burkina Faso,1986,0
BFO,439,Burkina Faso,1987,0
BFO,439,Burkina Faso,1988,0
BFO,439,Burkina Faso,1989,0
BFO,439,Burkina Faso,1990,0
BFO,439,Burkina Faso,1991,0
BFO,439,Burkina Faso,1992,0
BFO,439,Burkina Faso,1993,0
BFO,439,Burkina Faso,1994,0
BFO,439,Burkina Faso,1995,0
BFO,439,Burkina Faso,1996,0
BFO,439,Burkina Faso,1997,0
BFO,439,Burkina Faso,1998,0
BFO,439,Burkina Faso,1999,0
BFO,439,Burkina Faso,2000,0
BFO,439,Burkina Faso,2001,0
BFO,439,Burkina Faso,2002,0
BFO,439,Burkina Faso,2003,0
BFO,439,Burkina Faso,2004,0
BFO,439,Burkina Faso,2005,0
BFO,439,Burkina Faso,2006,0
BFO,439,Burkina Faso,2007,0
BFO,439,Burkina Faso,2008,0
BFO,439,Burkina Faso,2009,0
BFO,439,Burkina Faso,2010,0
BFO,439,Burkina Faso,2011,0
BFO,439,Burkina Faso,2012,0
BHU,760,Bhutan,1949,0
BHU,760,Bhutan,1950,0
BHU,760,Bhutan,1951,0
BHU,760,Bhutan,1952,0
BHU,760,Bhutan,1953,0
BHU,760,Bhutan,1954,0
BHU,760,Bhutan,1955,0
BHU,760,Bhutan,1956,0
BHU,760,Bhutan,1957,0
BHU,760,Bhutan,1958,0
BHU,760,Bhutan,1959,0
BHU,760,Bhutan,1960,0
BHU,760,Bhutan,1961,0
BHU,760,Bhutan,1962,0
BHU,760,Bhutan,1963,0
BHU,760,Bhutan,1964,0
BHU,760,Bhutan,1965,0
BHU,760,Bhutan,1966,0
BHU,760,Bhutan,1967,0
BHU,760,Bhutan,1968,0
BHU,760,Bhutan,1969,0
BHU,760,Bhutan,1970,0
BHU,760,Bhutan,1971,0
BHU,760,Bhutan,1972,0
BHU,760,Bhutan,1973,0
BHU,760,Bhutan,1974,0
BHU,760,Bhutan,1975,0
BHU,760,Bhutan,1976,0
BHU,760,Bhutan,1977,0
BHU,760,Bhutan,1978,0
BHU,760,Bhutan,1979,0
BHU,760,Bhutan,1980,0
BHU,760,Bhutan,1981,0
BHU,760,Bhutan,1982,0
BHU,760,Bhutan,1983,0
BHU,760,Bhutan,1984,0
BHU,760,Bhutan,1985,0
BHU,760,Bhutan,1986,0
BHU,760,Bhutan,1987,0
BHU,760,Bhutan,1988,0
BHU,760,Bhutan,1989,0
BHU,760,Bhutan,1990,0
BHU,760,Bhutan,1991,2
BHU,760,Bhutan,1992,2
BHU,760,Bhutan,1993,2
BHU,760,Bhutan,1994,0
BHU,760,Bhutan,1995,0
BHU,760,Bhutan,1996,0
BHU,760,Bhutan,1997,0
BHU,760,Bhutan,1998,0
BHU,760,Bhutan,1999,0
BHU,760,Bhutan,2000,0
BHU,760,Bhutan,2001,0
BHU,760,Bhutan,2002,0
BHU,760,Bhutan,2003,0
BHU,760,Bhutan,2004,0
BHU,760,Bhutan,2005,0
BHU,760,Bhutan,2006,0
BHU,760,Bhutan,2007,0
BHU,760,Bhutan,2008,0
BHU,760,Bhutan,2009,0
BHU,760,Bhutan,2010,0
BHU,760,Bhutan,2011,0
BHU,760,Bhutan,2012,0
BLR,370,Belarus,1991,0
BLR,370,Belarus,1992,0
BLR,370,Belarus,1993,0
BLR,370,Belarus,1994,0
BLR,370,Belarus,1995,0
BLR,370,Belarus,1996,0
BLR,370,Belarus,1997,0
BLR,370,Belarus,1998,0
BLR,370,Belarus,1999,0
BLR,370,Belarus,2000,0
BLR,370,Belarus,2001,0
BLR,370,Belarus,2002,0
BLR,370,Belarus,2003,0
BLR,370,Belarus,2004,0
BLR,370,Belarus,2005,0
BLR,370,Belarus,2006,0
BLR,370,Belarus,2007,0
BLR,370,Belarus,2008,0
BLR,370,Belarus,2009,0
BLR,370,Belarus,2010,0
BLR,370,Belarus,2011,0
BLR,370,Belarus,2012,0
BNG,771,Bangladesh,1971,6
BNG,771,Bangladesh,1972,0
BNG,771,Bangladesh,1973,0
BNG,771,Bangladesh,1974,0
BNG,771,Bangladesh,1975,2
BNG,771,Bangladesh,1976,2
BNG,771,Bangladesh,1977,2
BNG,771,Bangladesh,1978,2
BNG,771,Bangladesh,1979,2
BNG,771,Bangladesh,1980,2
BNG,771,Bangladesh,1981,2
BNG,771,Bangladesh,1982,2
BNG,771,Bangladesh,1983,2
BNG,771,Bangladesh,1984,2
BNG,771,Bangladesh,1985,2
BNG,771,Bangladesh,1986,2
BNG,771,Bangladesh,1987,2
BNG,771,Bangladesh,1988,2
BNG,771,Bangladesh,1989,2
BNG,771,Bangladesh,1990,2
BNG,771,Bangladesh,1991,2
BNG,771,Bangladesh,1992,2
BNG,771,Bangladesh,1993,0
BNG,771,Bangladesh,1994,0
BNG,771,Bangladesh,1995,0
BNG,771,Bangladesh,1996,0
BNG,771,Bangladesh,1997,0
BNG,771,Bangladesh,1998,0
BNG,771,Bangladesh,1999,0
BNG,771,Bangladesh,2000,0
BNG,771,Bangladesh,2001,0
BNG,771,Bangladesh,2002,0
BNG,771,Bangladesh,2003,0
BNG,771,Bangladesh,2004,0
BNG,771,Bangladesh,2005,0
BNG,771,Bangladesh,2006,0
BNG,771,Bangladesh,2007,0
BNG,771,Bangladesh,2008,0
BNG,771,Bangladesh,2009,0
BNG,771,Bangladesh,2010,0
BNG,771,Bangladesh,2011,0
BNG,771,Bangladesh,2012,0
BOL,145,Bolivia,1946,1
BOL,145,Bolivia,1947,0
BOL,145,Bolivia,1948,0
BOL,145,Bolivia,1949,0
BOL,145,Bolivia,1950,0
BOL,145,Bolivia,1951,0
BOL,145,Bolivia,1952,2
BOL,145,Bolivia,1953,0
BOL,145,Bolivia,1954,0
BOL,145,Bolivia,1955,0
BOL,145,Bolivia,1956,0
BOL,145,Bolivia,1957,0
BOL,145,Bolivia,1958,0
BOL,145,Bolivia,1959,0
BOL,145,Bolivia,1960,0
BOL,145,Bolivia,1961,0
BOL,145,Bolivia,1962,0
BOL,145,Bolivia,1963,0
BOL,145,Bolivia,1964,0
BOL,145,Bolivia,1965,0
BOL,145,Bolivia,1966,0
BOL,145,Bolivia,1967,0
BOL,145,Bolivia,1968,0
